track_id,track_name,slice_idx,start_sec,label,label_name,mfcc_1_mean,mfcc_1_std,mfcc_2_mean,mfcc_2_std,mfcc_3_mean,mfcc_3_std,mfcc_4_mean,mfcc_4_std,mfcc_5_mean,mfcc_5_std,mfcc_6_mean,mfcc_6_std,mfcc_7_mean,mfcc_7_std,mfcc_8_mean,mfcc_8_std,mfcc_9_mean,mfcc_9_std,mfcc_10_mean,mfcc_10_std,mfcc_11_mean,mfcc_11_std,mfcc_12_mean,mfcc_12_std,mfcc_13_mean,mfcc_13_std,mfcc_14_mean,mfcc_14_std,mfcc_15_mean,mfcc_15_std,mfcc_16_mean,mfcc_16_std,mfcc_17_mean,mfcc_17_std,mfcc_18_mean,mfcc_18_std,mfcc_19_mean,mfcc_19_std,mfcc_20_mean,mfcc_20_std,delta_mfcc_1_mean,delta_mfcc_1_std,delta_mfcc_2_mean,delta_mfcc_2_std,delta_mfcc_3_mean,delta_mfcc_3_std,delta_mfcc_4_mean,delta_mfcc_4_std,delta_mfcc_5_mean,delta_mfcc_5_std,delta_mfcc_6_mean,delta_mfcc_6_std,delta_mfcc_7_mean,delta_mfcc_7_std,delta_mfcc_8_mean,delta_mfcc_8_std,delta_mfcc_9_mean,delta_mfcc_9_std,delta_mfcc_10_mean,delta_mfcc_10_std,delta_mfcc_11_mean,delta_mfcc_11_std,delta_mfcc_12_mean,delta_mfcc_12_std,delta_mfcc_13_mean,delta_mfcc_13_std,delta_mfcc_14_mean,delta_mfcc_14_std,delta_mfcc_15_mean,delta_mfcc_15_std,delta_mfcc_16_mean,delta_mfcc_16_std,delta_mfcc_17_mean,delta_mfcc_17_std,delta_mfcc_18_mean,delta_mfcc_18_std,delta_mfcc_19_mean,delta_mfcc_19_std,delta_mfcc_20_mean,delta_mfcc_20_std,spec_centroid_mean,spec_centroid_std,spec_bandwidth_mean,spec_bandwidth_std,spec_rolloff85_mean,spec_rolloff85_std,spec_rolloff95_mean,spec_rolloff95_std,spec_flatness_mean,spec_flatness_std,spec_contrast_b0_mean,spec_contrast_b0_std,spec_contrast_b1_mean,spec_contrast_b1_std,spec_contrast_b2_mean,spec_contrast_b2_std,spec_contrast_b3_mean,spec_contrast_b3_std,spec_contrast_b4_mean,spec_contrast_b4_std,spec_contrast_b5_mean,spec_contrast_b5_std,spec_contrast_b6_mean,spec_contrast_b6_std,zcr_mean,zcr_std,rms_mean,rms_std,hf_ratio_mean,hf_ratio_std
spoof_1,Bass House_High Lead Growl (1),0,0.0,1,Spoof (AI),-222.5232696533203,180.05511474609375,63.78441619873047,25.37784194946289,-29.35816764831543,21.85157012939453,-5.38750696182251,22.2687931060791,-10.49589729309082,12.154755592346191,-6.215900421142578,10.114355087280273,1.8426636457443237,8.722232818603516,1.1714119911193848,9.398093223571777,3.7521798610687256,13.403400421142578,12.330127716064453,13.970842361450195,9.831104278564453,9.20235824584961,13.713334083557129,8.87021541595459,2.168431043624878,8.106161117553711,1.6732399463653564,6.0066938400268555,-2.616765260696411,7.8458967208862305,0.19014590978622437,6.4916558265686035,1.502017855644226,6.665200233459473,1.8633798360824585,5.368334770202637,-5.209640979766846,5.780117511749268,-3.0373709201812744,10.17071533203125,1.9285516738891602,7.191235065460205,0.24816781282424927,2.686758518218994,0.02405920810997486,2.5322484970092773,0.06480838358402252,2.07991099357605,-0.08355354517698288,1.4149631261825562,-0.05510832741856575,1.3226544857025146,0.042086582630872726,1.1130374670028687,0.06214545667171478,1.0859142541885376,0.013166922144591808,0.9880466461181641,0.013680515810847282,0.9833486676216125,0.032506417483091354,1.034048318862915,0.1350545436143875,1.1896920204162598,0.06874161958694458,1.2070553302764893,0.04281957820057869,0.8278423547744751,-0.05218644067645073,1.0425128936767578,-0.027042917907238007,1.10353422164917,0.04663892090320587,0.9901910424232483,-0.009461592882871628,0.7557483911514282,-0.05792180076241493,0.9347442388534546,-0.018371550366282463,1.0557581186294556,2709.624755859375,816.6265869140625,2455.33642578125,677.3648071289062,5440.07470703125,2119.92724609375,7891.37060546875,2159.27490234375,0.03514230251312256,0.04073517397046089,16.35720443725586,6.173863410949707,10.651286125183105,4.0817365646362305,13.810016632080078,3.7562031745910645,22.287734985351562,4.6991963386535645,20.302453994750977,3.8189423084259033,18.217252731323242,3.260486602783203,41.03335189819336,5.224795341491699,0.12389006465673447,0.036950450390577316,0.05378229543566704,0.03163084015250206,0.012156534008681774,0.018245425075292587
spoof_1,Bass House_High Lead Growl (1),2,5.0,1,Spoof (AI),-85.95234680175781,20.211997985839844,51.93015670776367,16.685508728027344,-26.69459342956543,7.798091411590576,12.187920570373535,9.029446601867676,-3.3655824661254883,5.109302043914795,5.63059663772583,4.7545647621154785,6.180202960968018,4.728052139282227,12.41433048248291,6.460434436798096,11.017086029052734,9.04586124420166,16.390451431274414,7.2811455726623535,6.089917182922363,6.25667667388916,-1.0266667604446411,10.303610801696777,-9.412090301513672,8.178579330444336,0.5729948878288269,5.631666660308838,5.097702980041504,6.623875617980957,9.080269813537598,5.917600154876709,4.018585681915283,6.14570426940918,2.813347101211548,4.961690425872803,-5.653307914733887,6.950020790100098,-2.6115872859954834,8.7800874710083,0.18534651398658752,3.52268385887146,-0.08668709546327591,1.3192049264907837,0.12835493683815002,1.1274250745773315,0.015703510493040085,1.4074183702468872,0.062093015760183334,0.7409685254096985,0.06915827095508575,0.7310958504676819,0.07922569662332535,0.8067501187324524,0.06353989243507385,1.0448706150054932,0.03271222859621048,1.3472684621810913,0.033993445336818695,1.2389026880264282,-0.04041570797562599,1.1029489040374756,-0.11485721170902252,1.30182683467865,-0.08741003274917603,1.2152811288833618,-0.04792977124452591,0.9733685851097107,-0.012594368308782578,0.8889421224594116,-0.06531927734613419,1.0214530229568481,-0.0886964276432991,1.0093404054641724,-0.04061486944556236,0.8163307309150696,-0.05001218244433403,1.1268894672393799,-0.05964788794517517,1.0770330429077148,3154.76513671875,434.2865905761719,2655.42919921875,235.8143768310547,6264.0185546875,1009.2691650390625,8753.296875,707.3099975585938,0.055108338594436646,0.029779061675071716,19.666133880615234,5.246856212615967,13.368598937988281,3.989478826522827,15.054678916931152,3.5557332038879395,20.629056930541992,4.0466156005859375,21.03338623046875,3.3036820888519287,17.734113693237305,1.9871430397033691,41.949851989746094,3.673220157623291,0.1667616069316864,0.03204382583498955,0.08325900137424469,0.009086573496460915,0.014056850224733353,0.011088130064308643
spoof_1,Bass House_High Lead Growl (1),5,12.5,1,Spoof (AI),-63.65018081665039,20.80786895751953,39.5845947265625,12.819076538085938,-15.105666160583496,8.78654670715332,7.497358322143555,7.34572172164917,1.421709656715393,7.629797458648682,6.694314479827881,7.606441974639893,5.159241676330566,7.911030292510986,7.429245471954346,7.83861780166626,5.02540397644043,7.351884365081787,9.966291427612305,7.134053707122803,9.825945854187012,5.8090386390686035,13.118060111999512,6.14022159576416,1.7899434566497803,6.652312278747559,1.0752394199371338,5.527842998504639,-3.2125661373138428,6.5218048095703125,0.6768691539764404,6.238574981689453,-0.3276662528514862,6.213502883911133,-1.8170785903930664,6.9392313957214355,-5.838428974151611,7.448305606842041,-0.9071064591407776,6.178551197052002,0.22612816095352173,3.303814172744751,-0.10627227276563644,2.1532013416290283,-0.017260126769542694,1.2104138135910034,-0.05749894678592682,1.1886080503463745,0.036776941269636154,0.9420956969261169,0.07903396338224411,0.9183129668235779,0.05498681217432022,0.9219292402267456,-0.02464919164776802,1.0910773277282715,0.011677785776555538,0.9960888624191284,0.03594214469194412,0.8523451089859009,-0.005570169072598219,0.9090897440910339,0.016521036624908447,1.1568812131881714,-0.019224723801016808,1.291141390800476,-0.01970694214105606,0.9514017105102539,-0.011979370377957821,0.8942307829856873,0.011670132167637348,0.9168838858604431,-0.04286142811179161,0.9597252011299133,-0.037453729659318924,1.0341885089874268,0.004906729329377413,1.0127471685409546,-0.04784755781292915,0.9155516028404236,3626.32373046875,301.8233947753906,2967.08203125,136.0306396484375,7439.970703125,544.1952514648438,9479.095703125,244.47195434570312,0.09159845113754272,0.030000196769833565,18.63288688659668,5.092994213104248,12.127766609191895,3.8159613609313965,14.631574630737305,3.487327814102173,20.545406341552734,4.70073127746582,18.27573013305664,3.2917871475219727,17.042524337768555,2.3528995513916016,38.86071014404297,2.8651959896087646,0.1869778037071228,0.03831193223595619,0.09294070303440094,0.02009604126214981,0.03123381920158863,0.012391629628837109
spoof_1,Bass House_High Lead Growl (1),7,17.5,1,Spoof (AI),-54.89850616455078,15.612309455871582,40.17906188964844,9.993165969848633,-15.744084358215332,6.509373664855957,9.423290252685547,6.8955535888671875,2.2494380474090576,4.827324390411377,8.642268180847168,4.573204040527344,8.84919261932373,4.746453285217285,11.35395336151123,6.2954511642456055,7.718654155731201,7.831780910491943,10.583235740661621,7.0001020431518555,6.39527702331543,5.350599765777588,6.416899681091309,7.541295528411865,-4.33179235458374,6.669317722320557,1.40268874168396,5.446617126464844,3.951530933380127,6.15471887588501,7.785068988800049,5.247156143188477,5.249699115753174,5.188436508178711,2.438890218734741,5.207791805267334,-2.5186712741851807,5.024648666381836,1.584891438484192,5.849970817565918,-0.044049087911844254,3.193754196166992,0.00788957066833973,1.6435084342956543,0.06888865679502487,1.408061146736145,0.07118676602840424,1.3011466264724731,0.019844522699713707,0.7516134977340698,-0.003342787502333522,0.7525467276573181,0.03425878286361694,0.7095127105712891,0.07548824697732925,0.9362894296646118,0.05645882710814476,0.9282171130180359,0.04250127449631691,1.1086585521697998,-0.0802837386727333,0.9653862118721008,-0.16702419519424438,0.9309760928153992,-0.08066930621862411,0.9423720240592957,0.03926045820116997,0.9434477686882019,0.1022147461771965,0.9772186279296875,0.113985076546669,0.8637548089027405,0.08699368685483932,0.8748727440834045,0.0644928589463234,0.8679051399230957,-0.007234289310872555,0.9517686367034912,-0.018996799364686012,0.9676369428634644,3592.3056640625,283.351318359375,2946.55517578125,119.34281158447266,7358.97216796875,542.6334838867188,9426.7080078125,266.142822265625,0.08817944675683975,0.028380095958709717,21.830415725708008,4.998632431030273,13.899407386779785,3.691896438598633,14.591064453125,3.4441094398498535,20.205059051513672,4.323225975036621,19.693126678466797,3.3836092948913574,17.013187408447266,2.199660062789917,39.114646911621094,3.1383652687072754,0.19267894327640533,0.023455802351236343,0.09880081564188004,0.007497779559344053,0.029247615486383438,0.011734901927411556
spoof_1,Bass House_High Lead Growl (1),10,25.0,1,Spoof (AI),-55.907615661621094,17.638792037963867,39.97005081176758,10.226290702819824,-17.867919921875,8.722333908081055,14.44393253326416,6.7160844802856445,7.4587788581848145,6.179443359375,11.525190353393555,6.344679355621338,10.190590858459473,5.080627918243408,9.893102645874023,5.521862506866455,4.822590351104736,6.070064067840576,9.84365177154541,5.8729329109191895,9.797746658325195,7.055356502532959,14.865580558776855,5.734239101409912,2.620187759399414,4.9709014892578125,5.776223659515381,7.232276916503906,4.505222797393799,8.755258560180664,5.591982841491699,5.641819000244141,1.4216277599334717,4.702207565307617,-1.4125784635543823,4.892993450164795,-3.089773654937744,4.767857551574707,1.2112047672271729,7.626319408416748,-0.12527230381965637,3.411364793777466,0.08874958753585815,1.9833179712295532,-0.13522857427597046,1.3259459733963013,0.022041095420718193,1.1761736869812012,-0.013766385614871979,1.1044872999191284,0.06697389483451843,0.912858784198761,0.014484059065580368,0.7744511365890503,-0.017429903149604797,1.0147355794906616,-0.08849111944437027,1.125349521636963,-0.08224273473024368,0.7980149388313293,-0.09618758410215378,0.9217563271522522,-0.050856590270996094,0.9241125583648682,0.0020168975461274385,0.8841629028320312,0.04474295675754547,1.0738755464553833,0.09817419946193695,1.171960473060608,0.057895854115486145,0.9906298518180847,-0.024057675153017044,0.7946147322654724,-0.03230166807770729,0.8961400985717773,0.0022684026043862104,0.8509635925292969,0.013994622975587845,0.7647406458854675,3504.218017578125,280.23828125,2912.739013671875,173.9835662841797,7199.466796875,620.5630493164062,9359.466796875,342.8462829589844,0.08659657835960388,0.029044443741440773,20.20563316345215,4.442739009857178,12.331504821777344,3.6143829822540283,13.855430603027344,3.856005907058716,20.812278747558594,3.6820390224456787,18.01409912109375,2.7573843002319336,16.0892391204834,1.9758658409118652,39.11802673339844,3.0085999965667725,0.181396484375,0.03088737092912197,0.1015174388885498,0.018238836899399757,0.026008402928709984,0.012124554254114628
spoof_1,Bass House_High Lead Growl (1),12,30.0,1,Spoof (AI),-71.93817138671875,17.19989776611328,52.835792541503906,8.594588279724121,-40.68922805786133,6.724719524383545,6.309276103973389,9.893865585327148,-5.908617973327637,6.50314474105835,3.0969934463500977,5.725654602050781,-1.3158379793167114,5.707573413848877,-0.4936777651309967,5.216655254364014,-7.925866603851318,5.460296154022217,-2.9202041625976562,5.557865619659424,-3.271310329437256,5.380598068237305,6.173761367797852,5.084445953369141,-3.1053662300109863,3.8807199001312256,0.8058553338050842,5.5527215003967285,-2.2096035480499268,6.135649681091309,-1.251053810119629,4.596096515655518,-5.760448455810547,4.93880033493042,-5.2288289070129395,4.95176887512207,-7.823266983032227,4.272427558898926,-7.069182395935059,5.353586673736572,0.012450885958969593,3.0486860275268555,0.03941226750612259,2.0204224586486816,-0.009240720421075821,1.081570029258728,-0.056430570781230927,1.2748782634735107,-0.025509152561426163,1.0588184595108032,0.02515261620283127,0.9195820689201355,0.02185710333287716,0.9053324460983276,-0.01669389009475708,0.937820553779602,-0.03334654122591019,1.119407057762146,-0.09519270062446594,1.0008405447006226,-0.08010590821504593,0.9794773459434509,-0.008364176377654076,0.869823157787323,0.0031645221170037985,0.6698157787322998,-0.041342929005622864,1.0948435068130493,-0.05077999085187912,1.283713459968567,0.0028467541560530663,0.9015166759490967,-0.033503562211990356,0.8743453025817871,-0.016902728006243706,0.919430136680603,-0.004903447814285755,0.7416877150535583,-0.014062266796827316,1.052693486213684,3046.480712890625,143.05258178710938,2539.910888671875,82.61173248291016,5908.7705078125,391.1850280761719,8631.1259765625,269.1158447265625,0.06131444871425629,0.01571873016655445,15.447202682495117,4.527254581451416,14.779565811157227,4.293943881988525,15.211315155029297,3.5805447101593018,19.958724975585938,4.329402446746826,17.871055603027344,3.1436619758605957,16.17193603515625,2.122621774673462,41.38481903076172,3.321047306060791,0.16754601895809174,0.016511932015419006,0.08493450284004211,0.009898573160171509,0.009291023947298527,0.00305186933837831
spoof_1,Bass House_High Lead Growl (1),15,37.5,1,Spoof (AI),-51.197879791259766,17.631671905517578,41.513118743896484,12.756845474243164,-33.63666534423828,10.199767112731934,4.646615028381348,7.598005771636963,-4.23016881942749,7.115048408508301,-1.3951653242111206,7.866202354431152,-3.3863108158111572,5.74255895614624,-6.118608474731445,6.642156600952148,-13.368617057800293,6.744796276092529,-12.734920501708984,8.313773155212402,-14.537071228027344,7.710055351257324,-4.190557956695557,6.686246871948242,-10.884498596191406,5.439762592315674,-5.228210926055908,5.24139404296875,-6.296361923217773,5.067989826202393,-1.6896352767944336,4.4060869216918945,-7.857028961181641,4.57830810546875,-5.565161228179932,5.292490005493164,-6.385425567626953,5.126514911651611,-6.668484210968018,4.9966630935668945,0.2092115730047226,2.910609483718872,-0.05762948468327522,1.643612265586853,0.012109193950891495,1.3424848318099976,0.03326082602143288,1.1160122156143188,0.10070692747831345,0.9616895318031311,0.10130124539136887,0.9752472639083862,0.07623273879289627,0.8308886289596558,0.08705879002809525,0.6906358003616333,0.05818323418498039,0.8124366402626038,-0.007195561192929745,0.8652802109718323,-0.008799129165709019,0.9138932228088379,0.00975435134023428,0.831746518611908,0.06349144876003265,0.9172666072845459,0.007054529618471861,0.8906115889549255,-0.030785100534558296,0.9156957268714905,-0.016669858247041702,0.7375296950340271,0.06524712592363358,0.8440461158752441,0.06513388454914093,0.8265472650527954,-0.0031051491387188435,0.7670899033546448,-0.036231353878974915,0.7419208884239197,3401.05908203125,232.95828247070312,2742.616943359375,80.10379028320312,6800.75390625,424.6878662109375,9187.8984375,230.28762817382812,0.10059333592653275,0.03356937691569328,11.208216667175293,4.306039333343506,12.208264350891113,4.6285576820373535,13.727367401123047,4.750845432281494,16.749914169311523,4.160953521728516,16.54637336730957,2.664854049682617,16.46234130859375,2.4585540294647217,40.432029724121094,2.638963222503662,0.20055925846099854,0.04480753466486931,0.09464281052350998,0.013892323710024357,0.023995378986001015,0.010120261460542679
spoof_1,Bass House_High Lead Growl (1),18,45.0,1,Spoof (AI),-66.87076568603516,35.70369338989258,57.841331481933594,26.06532859802246,-3.7584850788116455,14.935196876525879,26.165128707885742,12.302477836608887,13.51699447631836,6.878380298614502,19.487123489379883,7.852384567260742,17.138216018676758,10.163734436035156,15.36161994934082,9.868400573730469,10.813182830810547,10.766389846801758,13.117056846618652,8.416979789733887,5.781378269195557,7.491693019866943,8.504374504089355,8.393888473510742,2.2982492446899414,6.382591724395752,6.630687713623047,5.747225284576416,5.902728080749512,5.891783714294434,8.120597839355469,6.244304180145264,4.888375759124756,6.260560989379883,4.519737720489502,5.348251819610596,-1.3308379650115967,5.686426162719727,-0.13287709653377533,6.752554416656494,-0.2625998854637146,7.038318157196045,0.2832157015800476,6.201717376708984,0.1330813318490982,2.749734878540039,0.16780611872673035,2.584723711013794,-0.025896528735756874,1.201779842376709,-0.04505925625562668,1.5543855428695679,-0.03087531216442585,2.09879732131958,-0.012153192423284054,1.9556914567947388,0.033715978264808655,1.9534813165664673,0.06196247786283493,1.4594275951385498,-0.012654631398618221,1.2662770748138428,-0.028318002820014954,1.403917908668518,-0.02728005312383175,1.1775652170181274,-0.034201640635728836,1.0902373790740967,-0.008658506907522678,1.04873526096344,-0.06823018938302994,1.2367242574691772,-0.04902512580156326,1.3055001497268677,-0.013974801637232304,1.0339196920394897,-0.054562974721193314,0.9103003740310669,-0.04635874554514885,1.1131505966186523,2774.95361328125,557.6109619140625,2875.03857421875,258.9981994628906,6275.33349609375,1100.1846923828125,8869.5859375,724.4297485351562,0.028820017352700233,0.025061985477805138,21.609691619873047,4.883407115936279,10.993335723876953,4.1585187911987305,13.059674263000488,4.399489402770996,16.050636291503906,4.009091854095459,16.20037269592285,3.7961816787719727,15.349174499511719,2.4770686626434326,39.729183197021484,4.00758171081543,0.07791250944137573,0.0380142442882061,0.17473967373371124,0.035292789340019226,0.007708224933594465,0.007647011429071426
spoof_1,Bass House_High Lead Growl (1),20,50.0,1,Spoof (AI),-64.74923706054688,32.053348541259766,50.514652252197266,24.964696884155273,-4.613638401031494,14.004237174987793,26.39632225036621,12.1305570602417,15.45439338684082,6.357207775115967,18.341941833496094,8.262250900268555,17.242673873901367,10.510011672973633,14.274676322937012,10.255546569824219,11.37936019897461,9.941160202026367,14.459904670715332,8.931144714355469,8.815747261047363,7.655483245849609,11.612785339355469,8.982402801513672,3.0784502029418945,7.799691200256348,4.630742073059082,6.2506632804870605,2.3713836669921875,8.41243839263916,5.302966117858887,5.985418796539307,3.211890935897827,5.254148483276367,3.5912561416625977,5.726588726043701,-1.5934598445892334,6.555695533752441,0.9627400040626526,7.417533874511719,0.058809563517570496,6.140125751495361,-0.4559045433998108,5.678818702697754,-0.045196980237960815,2.4994122982025146,-0.17548149824142456,2.5904476642608643,0.03279518336057663,1.2152281999588013,-0.0007041273056529462,1.5907379388809204,0.016482528299093246,2.159456491470337,-0.014363215304911137,1.9331332445144653,0.03797547146677971,1.8528114557266235,0.06856303662061691,1.608635425567627,0.14826446771621704,1.3022433519363403,0.10938771814107895,1.1937544345855713,0.09125286340713501,1.1957100629806519,-0.03283507004380226,1.0942051410675049,-0.06212930381298065,1.2044581174850464,-0.007635605521500111,1.005536675453186,0.0363825261592865,1.0694842338562012,0.009104291908442974,1.1205462217330933,0.06519783288240433,1.2261344194412231,0.06802070885896683,1.300944209098816,2960.578125,530.8314819335938,2941.6123046875,241.57655334472656,6615.97705078125,1040.71630859375,9091.048828125,665.5263061523438,0.03196988254785538,0.02265847660601139,21.98072624206543,4.702482223510742,11.760175704956055,4.841989994049072,13.94461727142334,4.81655216217041,17.289459228515625,4.756454944610596,16.636669158935547,3.5845882892608643,15.987236022949219,2.2527923583984375,39.171630859375,3.1217551231384277,0.0869547501206398,0.037332624197006226,0.17014740407466888,0.03442417457699776,0.009820861741900444,0.007955286651849747
spoof_1,Bass House_High Lead Growl (1),23,57.5,1,Spoof (AI),-47.78483581542969,25.425764083862305,36.010643005371094,19.884113311767578,-18.49875259399414,12.627405166625977,11.287647247314453,8.63879680633545,3.44171404838562,5.443122386932373,12.041845321655273,6.24764347076416,9.082624435424805,8.572176933288574,5.69486141204834,8.698312759399414,1.2330769300460815,8.426682472229004,2.6349751949310303,7.117258548736572,-2.711482524871826,7.502305030822754,2.5705270767211914,8.148737907409668,-5.685830116271973,6.351680278778076,-1.8326506614685059,5.082333087921143,-0.6522865295410156,5.259687423706055,2.0129597187042236,5.7571001052856445,-1.079555630683899,4.884527206420898,-0.5325852036476135,4.225322723388672,-6.281179904937744,4.938874244689941,-1.7152796983718872,5.689869403839111,-0.16764844954013824,5.1126627922058105,0.09554186463356018,4.412069320678711,-0.07752428948879242,2.5152690410614014,0.001403941074386239,1.8675849437713623,0.014133090153336525,0.8746280670166016,0.03804846107959747,1.1055961847305298,0.004123109392821789,1.7359600067138672,-0.014238357543945312,1.727365255355835,-0.11549782007932663,1.6468685865402222,-0.14155574142932892,1.2385462522506714,-0.12203098833560944,1.1345024108886719,-0.03530822694301605,1.0564630031585693,-0.02363758347928524,1.0153247117996216,-0.0027993035037070513,0.9580784440040588,-0.03828372806310654,0.9076087474822998,-0.06286220997571945,1.1309949159622192,0.02109450101852417,1.077519178390503,-0.0012960456078872085,0.9067891836166382,-0.06537598371505737,0.8194626569747925,-0.06693753600120544,0.9538812637329102,3631.400634765625,419.9024658203125,2905.751953125,128.38314819335938,7322.83447265625,627.9639892578125,9389.72265625,289.13043212890625,0.10913258790969849,0.04488803818821907,19.02442741394043,5.302872657775879,12.627655982971191,4.8074049949646,14.624712944030762,5.375397205352783,18.943161010742188,4.769729137420654,17.977867126464844,3.185230016708374,16.14950180053711,2.3526651859283447,38.95533752441406,2.640861988067627,0.20527254045009613,0.038970667868852615,0.10461173951625824,0.017548494040966034,0.03529805690050125,0.020019687712192535
